# schema_version=impactu-type-routing-v1
# catalog_version=1.0.0
# workbook=Tipos_ImpactU_Definitivo.xlsx
# sheet=ALL
# sha256=659bee83ffe9cef7edb67b49e04f1ec650a0e79fbdbc3df0b06ec1164ab96406
# rows=606
source,type,type_impactu,entity
scienti,"7: Producción en artes, arquitectura y diseño 7B: Industrias creativas y culturales",Innovación y apropiación,works
scienti,8: Signos distintivos 81: Marcas,Otro,patents
scienti,8: Signos distintivos 84: Nombres comerciales,Otro,patents
scienti,8: Signos distintivos 85: Denominaciones de origen,Otro,patents
scienti,8: Signos distintivos 87: Marcas de certificación,Otro,patents
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A11: Maestría,Docencia,works
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A12: Doctorado,Docencia,works
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A14: Curso de perfeccionamiento/especialización,Docencia,works
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A15: Pregrado,Docencia,works
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A16: Especialidad Médica,Docencia,works
scienti,A: Datos complementarios A1: Jurado/Comisiones evaluadoras de trabajo de grado A19: Otra,Docencia,works
scienti,A: Datos complementarios A2: Participación en comités de evaluación A21: Profesor titular,Docencia,works
scienti,A: Datos complementarios A2: Participación en comités de evaluación A22: Concurso docente,Docencia,works
scienti,A: Datos complementarios A2: Participación en comités de evaluación A23: Jefe de cátedra,Docencia,works
scienti,A: Datos complementarios A2: Participación en comités de evaluación A24: Evaluación de cursos,Docencia,works
scienti,A: Datos complementarios A2: Participación en comités de evaluación A25: Acreditación de programas,Docencia,works
scienti,A: Datos complementarios A2: Participación en comités de evaluación A26: Asignación de becas,Docencia,works
scienti,A: Datos complementarios A2: Participación en comités de evaluación A29: Otra,Docencia,works
scienti,AA,Investigación-creación,works
scienti,AB,Investigación-creación,works
scienti,AC,Investigación-creación,works
scienti,AD,Investigación-creación,works
scienti,AE,Investigación-creación,works
scienti,AF,Investigación-creación,works
scienti,AG,Investigación-creación,works
scienti,CC,Otro,works
scienti,CG,Resultado de conferencia,works
scienti,CR,Investigación-creación,works
scienti,EN,Resultado de conferencia,works
scienti,EX,Proyecto,projects
scienti,IC,Otro,works
scienti,ID,Proyecto,projects
scienti,IN,Proyecto,projects
scienti,MI,Patente,patents
scienti,MU,Patente,patents
scienti,OT,Otro,works
scienti,OU,Patente,patents
scienti,PE,Patente,patents
scienti,PF,Otro,works
scienti,PI,Patente,patents
scienti,PIV,Patente,patents
scienti,RC,Otro,works
scienti,SE,Resultado de conferencia,works
scienti,SI,Resultado de conferencia,works
scienti,TA,Otro,works
scienti,TC,Investigación-creación,works
siiu,1:Investigación 11:Aplicada,Proyecto,projects
siiu,1:Investigación 12:Básica,Proyecto,projects
siiu,2:Extensión 23:Responsabilidad e Innovación Social,Proyecto,projects
siiu,2:Extensión 25:Cultura y Patrimonio,Proyecto,projects
siiu,2:Extensión 26:Innovación,Proyecto,projects
